RIC,Description,Currency,Type/Sub Type,Exchange,Comment
8848.T,LEOPALACE21 ORD,JPY,EQTY,TSE,レオパレス２１
8850.T,STARTS ORD,JPY,EQTY,TSE,スターツコーポレーション
8851.T,URBAN LIFE ORD,JPY,EQTY,TSE,アーバンライフ
8854.T,JAPAN LIVING SVC ORD,JPY,EQTY,TSE,日住サービス
8860.T,FUJI CORP ORD,JPY,EQTY,TSE,フジ住宅
8864.T,AIRPORT FAC ORD,JPY,EQTY,TSE,空港施設
8869.T,MEIWA ESTATE ORD,JPY,EQTY,TSE,明和地所
8871.T,GOLDCREST ORD,JPY,EQTY,TSE,ゴールドクレスト
8876.T,RELO GROUP ORD,JPY,EQTY,TSE,リログループ
8877.T,NIHON ESLEAD ORD,JPY,EQTY,TSE,日本エスリード
8881.T,NISSHIN FUDOSAN ORD,JPY,EQTY,TSE,日神不動産
8885.T,L'ATTRAIT ORD,JPY,EQTY,TSE,ラ・アトレ
8886.T,WOOD FRIENDS ORD,JPY,EQTY,TSE,ウッドフレンズ
8887.T,RIBERESUTE ORD,JPY,EQTY,TSE,リベレステ
8889.T,APAMAN ORD,JPY,EQTY,TSE,ＡＰＡＭＡＮ
8890.T,RAYSUM ORD,JPY,EQTY,TSE,レーサム
8891.T,MG HOME ORD,JPY,EQTY,TSE,エムジーホーム
8892.T,ES CON JAPAN ORD,JPY,EQTY,TSE,日本エスコン
8893.T,SHIN-NIHON TATEM ORD,JPY,EQTY,TSE,新日本建物
8894.T,HARAKOSAN ORD,JPY,EQTY,TSE,原弘産
8897.T,TAKARA LEBEN ORD,JPY,EQTY,TSE,タカラレーベン
8898.T,CENTURY21 REAL ORD,JPY,EQTY,TSE,センチュリー２１・ジャパン
8903.T,SUNWOOD ORD,JPY,EQTY,TSE,サンウッド
8904.T,SANYO HOUSING NA ORD,JPY,EQTY,TSE,サンヨーハウジング名古屋
8905.T,AEON MALL ORD,JPY,EQTY,TSE,イオンモール
8908.T,MAINICHI COMNET ORD,JPY,EQTY,TSE,毎日コムネット
8909.T,SHINOKEN GROUP ORD,JPY,EQTY,TSE,シノケングループ
8912.T,AREA QUEST ORD,JPY,EQTY,TSE,エリアクエスト
8914.T,AREALINK ORD,JPY,EQTY,TSE,エリアリンク
8917.T,FIRST JUKEN ORD,JPY,EQTY,TSE,ファースト住建
8918.T,LAND ORD,JPY,EQTY,TSE,ランド
8919.T,KATITAS ORD,JPY,EQTY,TSE,カチタス
8920.T,TOSHO ORD,JPY,EQTY,TSE,東祥
8922.T,JAPAN ASSET MKT ORD,JPY,EQTY,TSE,日本アセットマーケティング
8923.T,TOSEI ORD,JPY,EQTY,TSE,トーセイ
8925.T,ARDEPRO CO LTD ORD,JPY,EQTY,TSE,アルデプロ
8927.T,MEIHO ENTERPRISE ORD,JPY,EQTY,TSE,明豊エンタープライズ
8928.T,ANABUKI KOSAN ORD,JPY,EQTY,TSE,穴吹興産
8929.T,AOYAMA ZAISAN ORD,JPY,EQTY,TSE,青山財産ネットワークス
8931.T,WADAKOHSAN ORD,JPY,EQTY,TSE,和田興産
8933.T,NTT URBAN DEV ORD,JPY,EQTY,TSE,エヌ・ティ・ティ都市開発
8934.T,SUN FRONTIER FUD ORD,JPY,EQTY,TSE,サンフロンティア不動産
8935.T,FJ NEXT ORD,JPY,EQTY,TSE,エフ・ジェー・ネクスト
8938.T,LC HLDG ORD,JPY,EQTY,TSE,ＬＣホールディングス
8940.T,INTELLEX ORD,JPY,EQTY,TSE,インテリックス
8944.T,LAND BUSINESS ORD,JPY,EQTY,TSE,ランドビジネス
8945.T,JP CORP HOUSING ORD,JPY,EQTY,TSE,日本社宅サービス
8946.T,ASIAN STAR ORD,JPY,EQTY,TSE,ＡＳＩＡＮ　ＳＴＡＲ
8951.T,NIPPON BUILD FUN REIT ORD,JPY,EQTY,TSE,日本ビルファンド投資法人
8952.T,JAPAN REAL ESTAT REIT ORD,JPY,EQTY,TSE,ジャパンリアルエステイト投資法人
8953.T,JAPAN RETAIL FUN REIT ORD,JPY,EQTY,TSE,日本リテールファンド投資法人
8954.T,ORIX JREIT ORD,JPY,EQTY,TSE,オリックス不動産投資法人
8955.T,JAPAN PRIME REAL REIT ORD,JPY,EQTY,TSE,日本プライムリアルティ投資法人
8956.T,PREMIER INVEST REIT ORD,JPY,EQTY,TSE,プレミア投資法人
8957.T,TOKYU REIT ORD,JPY,EQTY,TSE,東急リアル・エステート投資法人
8958.T,GLOBAL ONE REIT ORD,JPY,EQTY,TSE,グローバル・ワン不動産投資法人
8960.T,UNITED URBAN INV REIT ORD,JPY,EQTY,TSE,ユナイテッド・アーバン投資法人
8961.T,MORI TRUST SOGO REIT ORD,JPY,EQTY,TSE,森トラスト総合リート投資法人
8963.T,INVINCIBLE INVES REIT ORD,JPY,EQTY,TSE,インヴィンシブル投資法人
8964.T,FRONTIER REAL ES REIT ORD,JPY,EQTY,TSE,フロンティア不動産投資法人
8966.T,HEIWA REAL ESTAT REIT ORD,JPY,EQTY,TSE,平和不動産リート投資法人
8967.T,JAPAN LOGISTICS REIT ORD,JPY,EQTY,TSE,日本ロジスティクスファンド投資法人
8968.T,FUKUOKA REIT ORD,JPY,EQTY,TSE,福岡リート投資法人
8972.T,KENEDIX OFFICE I REIT ORD,JPY,EQTY,TSE,ケネディクス・オフィス投資法人
8975.T,ICHIGO OFFICE REIT ORD,JPY,EQTY,TSE,いちごオフィスリート投資法人
8976.T,DAIWA OFFICE INV REIT ORD,JPY,EQTY,TSE,大和証券オフィス投資法人
8977.T,HANKYU HANSHIN REIT ORD,JPY,EQTY,TSE,阪急リート投資法人
8979.T,STARTS PROCEED REIT ORD,JPY,EQTY,TSE,スターツプロシード投資法人
8984.T,DAIWA HOUSE REIT ORD,JPY,EQTY,TSE,大和ハウスリート投資法人
8985.T,JAPAN HOTEL REIT ORD,JPY,EQTY,TSE,ジャパン・ホテル・リート投資法人
8986.T,JAPAN RENTAL HOU REIT ORD,JPY,EQTY,TSE,日本賃貸住宅投資法人
8987.T,JAPAN EXCELLENT REIT ORD,JPY,EQTY,TSE,ジャパンエクセレント投資法人
8995.T,MAKOTO CONSTRUCT ORD,JPY,EQTY,TSE,誠建設工業
8999.T,GRANDY HOUSE ORD,JPY,EQTY,TSE,グランディハウス
9001.T,TOBU RW ORD,JPY,EQTY,TSE,東武鉄道
9003.T,SOTETSU HOLDINGS ORD,JPY,EQTY,TSE,相鉄ホールディングス
9005.T,TOKYU ORD,JPY,EQTY,TSE,東京急行電鉄
9006.T,KEIKYU ORD,JPY,EQTY,TSE,京浜急行電鉄
9007.T,ODAKYU ELEC RY ORD,JPY,EQTY,TSE,小田急電鉄
9008.T,KEIO ORD,JPY,EQTY,TSE,京王電鉄
9009.T,KEISEI ELEC RY ORD,JPY,EQTY,TSE,京成電鉄
9010.T,FUJI KYUKO ORD,JPY,EQTY,TSE,富士急行
9012.T,CHICHIBU RAILWAY ORD,JPY,EQTY,TSE,秩父鉄道
9014.T,SHIN KEISEI ORD,JPY,EQTY,TSE,新京成電鉄
9017.T,NIIGATA KOTSU ORD,JPY,EQTY,TSE,新潟交通
9020.T,EAST JAPAN RY ORD,JPY,EQTY,TSE,東日本旅客鉄道
9021.T,WEST JAPAN RY ORD,JPY,EQTY,TSE,西日本旅客鉄道
9022.T,CENTRAL JAPAN RY ORD,JPY,EQTY,TSE,東海旅客鉄道
9024.T,SEIBU HOLDINGS ORD,JPY,EQTY,TSE,西武ホールディングス
9025.T,KONOIKE TRANSPOR ORD,JPY,EQTY,TSE,鴻池運輸
9028.T,ZERO ORD,JPY,EQTY,TSE,ゼロ
9029.T,HIGASHI TWENTY ORD,JPY,EQTY,TSE,ヒガシトゥエンティワン
9031.T,NISHI NIP RR ORD,JPY,EQTY,TSE,西日本鉄道
9033.T,HIROSHIMA RLY ORD,JPY,EQTY,TSE,広島電鉄
9034.T,NANSO TRANSPORT ORD,JPY,EQTY,TSE,南総通運
9036.T,TOHBU NETWORK ORD,JPY,EQTY,TSE,東部ネットワーク
9037.T,HAMAKYOREX ORD,JPY,EQTY,TSE,ハマキョウレックス
9039.T,SAKAI MOVING SVC ORD,JPY,EQTY,TSE,サカイ引越センター
9041.T,KINTETSU GROUP H ORD,JPY,EQTY,TSE,近鉄グループホールディングス
9042.T,HANKYU HANSHIN H ORD,JPY,EQTY,TSE,阪急阪神ホールディングス
9044.T,NANKAI ELE RY ORD,JPY,EQTY,TSE,南海電気鉄道
9045.T,KEIHAN HOLDINGS ORD,JPY,EQTY,TSE,京阪ホールディングス
9046.T,KOBE ELEC RY ORD,JPY,EQTY,TSE,神戸電鉄
9048.T,NAGOYA RR ORD,JPY,EQTY,TSE,名古屋鉄道
9049.T,KEIFUKU ELEC RR ORD,JPY,EQTY,TSE,京福電気鉄道
9051.T,SENKON LOGISTICS ORD,JPY,EQTY,TSE,センコン物流
9052.T,SANYO ELEC RY ORD,JPY,EQTY,TSE,山陽電気鉄道
9055.T,ALPS LOGISTICS ORD,JPY,EQTY,TSE,アルプス物流
9057.T,ENSHU TRUCK ORD,JPY,EQTY,TSE,遠州トラック
9058.T,TRANCOM ORD,JPY,EQTY,TSE,トランコム
9059.T,KANDA HOLDINGS ORD,JPY,EQTY,TSE,カンダホールディングス
9060.T,JPN LOGISTIC SYS ORD,JPY,EQTY,TSE,日本ロジテム
9062.T,NIPPON EXPRESS ORD,JPY,EQTY,TSE,日本通運
9063.T,OKAYAMAKEN TRANS ORD,JPY,EQTY,TSE,岡山県貨物運送
9064.T,YAMATO HOLDINGS ORD,JPY,EQTY,TSE,ヤマトホールディングス
9065.T,SANKYU ORD,JPY,EQTY,TSE,山九
9066.T,NISSIN(WHS) ORD,JPY,EQTY,TSE,日新
9067.T,MARUWN ORD,JPY,EQTY,TSE,丸運
9068.T,MARUZEN SHOWA ORD,JPY,EQTY,TSE,丸全昭和運輸
9069.T,SENKO GROUP HLDG ORD,JPY,EQTY,TSE,センコーグループホールディングス
9070.T,TONAMI HOLDINGS ORD,JPY,EQTY,TSE,トナミホールディングス
9072.T,NIKKON HLDG ORD,JPY,EQTY,TSE,ニッコンホールディングス
9073.T,KYOGOKU UNYU ORD,JPY,EQTY,TSE,京極運輸商事
9074.T,JPN OIL TRANSN ORD,JPY,EQTY,TSE,日本石油輸送
9075.T,FUKUYAMA TRANS ORD,JPY,EQTY,TSE,福山通運
9076.T,SEINO HLDG ORD,JPY,EQTY,TSE,セイノーホールディングス
9078.T,S LINE ORD,JPY,EQTY,TSE,エスライン
9081.T,KANAGAWA CHUO ORD,JPY,EQTY,TSE,神奈川中央交通
9082.T,DAIWA MOTOR ORD,JPY,EQTY,TSE,大和自動車交通
9083.T,SHINKI BUS ORD,JPY,EQTY,TSE,神姫バス
9086.T,HITACHI TRANS ORD,JPY,EQTY,TSE,日立物流
9087.T,TAKASE ORD,JPY,EQTY,TSE,タカセ
9090.T,MARUWA UNYU KIKA ORD,JPY,EQTY,TSE,丸和運輸機関
9099.T,CHILLED & FROZEN ORD,JPY,EQTY,TSE,Ｃ＆Ｆロジホールディングス
9101.T,NIPPON YUSEN ORD,JPY,EQTY,TSE,日本郵船
9104.T,MITSUI OSK LINES ORD,JPY,EQTY,TSE,商船三井
9107.T,KAWASAKI KISEN ORD,JPY,EQTY,TSE,川崎汽船
9110.T,NS UNITED KAIUN ORD,JPY,EQTY,TSE,ＮＳユナイテッド海運
9115.T,MEIJI SHIPPING ORD,JPY,EQTY,TSE,明治海運
9119.T,IINO KAIUN ORD,JPY,EQTY,TSE,飯野海運
9127.T,TAMAI STEAMSHIP ORD,JPY,EQTY,TSE,玉井商船
9130.T,KYOEI TANKER ORD,JPY,EQTY,TSE,共栄タンカー
9142.T,KYUSHU RAILWAY ORD,JPY,EQTY,TSE,九州旅客鉄道
9143.T,SG HOLDINGS ORD,JPY,EQTY,TSE,ＳＧホールディングス
9171.T,KURIBAYASHI STEM ORD,JPY,EQTY,TSE,栗林商船
9173.T,TOKAI KISEN ORD,JPY,EQTY,TSE,東海汽船
9176.T,SADO STEAM SHIP ORD,JPY,EQTY,TSE,佐渡汽船
9179.T,KAWASAKI KINKAI ORD,JPY,EQTY,TSE,川崎近海汽船
9193.T,TOKYO KISEN ORD,JPY,EQTY,TSE,東京汽船
9201.T,JAPAN AIRLINES ORD,JPY,EQTY,TSE,日本航空
9202.T,ANA HOLDINGS ORD,JPY,EQTY,TSE,ＡＮＡホールディングス
9206.T,STAR FLYER ORD,JPY,EQTY,TSE,スターフライヤー
9232.T,PASCO ORD,JPY,EQTY,TSE,パスコ
9233.T,ASIA AIR SURVEY ORD,JPY,EQTY,TSE,アジア航測
9260.T,NISHIMOTO ORD,JPY,EQTY,TSE,西本Ｗｉｓｍｅｔｔａｃホールディングス
9261.T,KUBODERA ORD,JPY,EQTY,TSE,クボデラ
9262.T,SILVER LIFE ORD,JPY,EQTY,TSE,シルバーライフ
9263.T,VISIONARYHOLDING ORD,JPY,EQTY,TSE,ビジョナリーホールディングス
9264.T,PUEQU ORD,JPY,EQTY,TSE,ポエック
9265.T,YAMASHITA HEALTH ORD,JPY,EQTY,TSE,ヤマシタヘルスケアホールディングス
9266.T,IKKA DINING PROJ ORD,JPY,EQTY,TSE,一家ダイニングプロジェクト
9267.T,GENKY DRUGSTORES ORD,JPY,EQTY,TSE,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ
9268.T,OPTIMUS GROUP ORD,JPY,EQTY,TSE,オプティマスグループ
9270.T,SOU ORD,JPY,EQTY,TSE,ＳＯＵ
9271.T,WAGOKORO ORD,JPY,EQTY,TSE,和心
9272.T,BOUTIQUES ORD,JPY,EQTY,TSE,ブティックス
9273.T,KOA SHOJI HLDG ORD,JPY,EQTY,TSE,コーア商事ホールディングス
9274.T,KOKUSAI PULP & P ORD,JPY,EQTY,TSE,国際紙パルプ商事
9281.T,TAKARA LEBEN IF ORD,JPY,EQTY,TSE,タカラレーベン・インフラ投資法人
9282.T,ICHIGO GREEN IF ORD,JPY,EQTY,TSE,いちごグリーンインフラ投資法人
9283.T,RENEWABLE JP IF ORD,JPY,EQTY,TSE,日本再生可能エネルギーインフラ投資法人
9284.T,CANADIAN SOLA IF ORD,JPY,EQTY,TSE,カナディアン・ソーラー・インフラ投資法人
9301.T,MITSUB LOGISTICS ORD,JPY,EQTY,TSE,三菱倉庫
9302.T,MITSUI-SOKO HLDG ORD,JPY,EQTY,TSE,三井倉庫ホールディングス
9303.T,SUMITOMO WHSE ORD,JPY,EQTY,TSE,住友倉庫
9304.T,SHIBUSAWA WHSE ORD,JPY,EQTY,TSE,澁澤倉庫
9305.T,YAMATANE ORD,JPY,EQTY,TSE,ヤマタネ
9306.T,TOYO LOGISTICS ORD,JPY,EQTY,TSE,東陽倉庫
9307.T,SUGIMURA WHSE ORD,JPY,EQTY,TSE,杉村倉庫
9308.T,INUI GLOBAL LOGI ORD,JPY,EQTY,TSE,乾汽船
9310.T,JP TRANSCITY ORD,JPY,EQTY,TSE,日本トランスシティ
9311.T,ASAGAMI ORD,JPY,EQTY,TSE,アサガミ
9312.T,KEIHIN ORD,JPY,EQTY,TSE,ケイヒン
9313.T,MARUHACHI WHSE ORD,JPY,EQTY,TSE,丸八倉庫
9318.T,ASIA DEVELOPMENT ORD,JPY,EQTY,TSE,アジア開発キャピタル
9319.T,CHUO WAREHOUSE ORD,JPY,EQTY,TSE,中央倉庫
9322.T,KAWANISHI WHSE ORD,JPY,EQTY,TSE,川西倉庫
9324.T,YASUDA LOGISTICS ORD,JPY,EQTY,TSE,安田倉庫
9325.T,PHYZ ORD,JPY,EQTY,TSE,ファイズ
9351.T,TOYO WHARF&WHSE ORD,JPY,EQTY,TSE,東洋埠頭
9353.T,SAKURAJIMA FUTO ORD,JPY,EQTY,TSE,櫻島埠頭
9355.T,RINKO ORD,JPY,EQTY,TSE,リンコーコーポレーション
9358.T,UTOC ORD,JPY,EQTY,TSE,宇徳
9360.T,SUZUYO SHINWART ORD,JPY,EQTY,TSE,鈴与シンワート
9361.T,FUSHIKI KAIRIKU ORD,JPY,EQTY,TSE,伏木海陸運送
9362.T,HYOKI KAIUN ORD,JPY,EQTY,TSE,兵機海運
9363.T,DAIUN ORD,JPY,EQTY,TSE,大運
9364.T,KAMIGUMI ORD,JPY,EQTY,TSE,上組
9365.T,TRADIA ORD,JPY,EQTY,TSE,トレーディア
9366.T,SANRITSU CORP ORD,JPY,EQTY,TSE,サンリツ
9367.T,DAITO KOUN ORD,JPY,EQTY,TSE,大東港運
9368.T,KIMURA UNITY ORD,JPY,EQTY,TSE,キムラユニティー
9369.T,KRS ORD,JPY,EQTY,TSE,キユーソー流通システム
9375.T,KINTETSU EXPRESS ORD,JPY,EQTY,TSE,近鉄エクスプレス
9376.T,EURASIA TRAVEL ORD,JPY,EQTY,TSE,ユーラシア旅行社
9377.T,AGP ORD,JPY,EQTY,TSE,エージーピー
9380.T,AZUMA SHIPPING ORD,JPY,EQTY,TSE,東海運
9381.T,AIT ORD,JPY,EQTY,TSE,エーアイテイー
9384.T,NAIGAI TRANS LIN ORD,JPY,EQTY,TSE,内外トランスライン
9385.T,SHOEI CORP ORD,JPY,EQTY,TSE,ショーエイコーポレーション
9386.T,NIPPON CONCEPT ORD,JPY,EQTY,TSE,日本コンセプト
9388.T,PAPANETS ORD,JPY,EQTY,TSE,パパネッツ
9399.T,BEAT HOLDINGS ORD,JPY,EQTY,TSE,ビート・ホールディングス・リミテッド（貝徳控股有限公司）
9401.T,TYO BROADCAST HD ORD,JPY,EQTY,TSE,東京放送ホールディングス
9404.T,NIPPON TV HLDG ORD,JPY,EQTY,TSE,日本テレビホールディングス
9405.T,ASAHI BC GRP HLD ORD,JPY,EQTY,TSE,朝日放送グループホールディングス
9408.T,BC SYS OF NIGATA ORD,JPY,EQTY,TSE,新潟放送
9409.T,TV ASAHI HOLDING ORD,JPY,EQTY,TSE,テレビ朝日ホールディングス
9412.T,SKY PRFCT JSAT H ORD,JPY,EQTY,TSE,スカパーＪＳＡＴホールディングス
9413.T,TV TOKYO HOLDING ORD,JPY,EQTY,TSE,テレビ東京ホールディングス
9414.T,NIPPON BS BROADC ORD,JPY,EQTY,TSE,日本ＢＳ放送
9416.T,VISION ORD,JPY,EQTY,TSE,ビジョン
9417.T,SMARTVALUE ORD,JPY,EQTY,TSE,スマートバリュー
9418.T,USEN-NEXT HLDG ORD,JPY,EQTY,TSE,ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ
9419.T,WIRELESSGATE ORD,JPY,EQTY,TSE,ワイヤレスゲート
9421.T,NJ HOLDINGS ORD,JPY,EQTY,TSE,エヌジェイホールディングス
9422.T,CONEXIO ORD,JPY,EQTY,TSE,コネクシオ
9423.T,FORVAL REALSTRAI ORD,JPY,EQTY,TSE,フォーバル・リアルストレート
9424.T,JAPAN COMM ORD,JPY,EQTY,TSE,日本通信
9425.T,NIPPON TELEPHONE ORD,JPY,EQTY,TSE,日本テレホン
9428.T,CROPS ORD,JPY,EQTY,TSE,クロップス
9432.T,NTT ORD,JPY,EQTY,TSE,日本電信電話
9433.T,KDDI ORD,JPY,EQTY,TSE,ＫＤＤＩ
9435.T,HIKARI TSUSHIN ORD,JPY,EQTY,TSE,光通信
9436.T,OKINAWA CELLULAR ORD,JPY,EQTY,TSE,沖縄セルラー電話
9437.T,NTT DOCOMO ORD,JPY,EQTY,TSE,ＮＴＴドコモ
9438.T,MTI ORD,JPY,EQTY,TSE,エムティーアイ
9439.T,M H GROUP ORD,JPY,EQTY,TSE,エム・エイチ・グループ
9441.T,BELL PARK ORD,JPY,EQTY,TSE,ベルパーク
9444.T,TOSHIN HOLDINGS ORD,JPY,EQTY,TSE,トーシン
9445.T,FORVAL TELECOM ORD,JPY,EQTY,TSE,フォーバルテレコム
9446.T,SAKAI HLDG ORD,JPY,EQTY,TSE,サカイホールディングス
9449.T,GMO INTERNET ORD,JPY,EQTY,TSE,ＧＭＯインターネット
9450.T,FIBERGATE ORD,JPY,EQTY,TSE,ファイバーゲート
9466.T,AIDMA MARKETING ORD,JPY,EQTY,TSE,アイドママーケティングコミュニケーション
9467.T,ALPHAPOLIS ORD,JPY,EQTY,TSE,アルファポリス
9468.T,KADOKAWA DWANGO ORD,JPY,EQTY,TSE,カドカワ
9470.T,GAKKEN HOLDINGS ORD,JPY,EQTY,TSE,学研ホールディングス
9474.T,ZENRIN ORD,JPY,EQTY,TSE,ゼンリン
9475.T,SHOBUNSHA ORD,JPY,EQTY,TSE,昭文社
9476.T,CHUOKEIZAI-SHA H ORD,JPY,EQTY,TSE,中央経済社ホールディングス
9478.T,SE H&INCUBATIONS ORD,JPY,EQTY,TSE,ＳＥホールディングス・アンド・インキュベーションズ
9479.T,IMPRESS HOLDINGS ORD,JPY,EQTY,TSE,インプレスホールディングス
9501.T,TOKYO ELE PWR HD ORD,JPY,EQTY,TSE,東京電力ホールディングス
9502.T,CHUBU ELEC PWR ORD,JPY,EQTY,TSE,中部電力
9503.T,KANSAI ELEC PWR ORD,JPY,EQTY,TSE,関西電力
9504.T,CHUGOKU ELEC PWR ORD,JPY,EQTY,TSE,中国電力
9505.T,HOKURIKU ELEC PW ORD,JPY,EQTY,TSE,北陸電力
9506.T,TOHOKU ELEC PWR ORD,JPY,EQTY,TSE,東北電力
9507.T,SHIKOKU ELEC PWR ORD,JPY,EQTY,TSE,四国電力
9508.T,KYUSHU ELE PWR ORD,JPY,EQTY,TSE,九州電力
9509.T,HOKKAIDO ELEC PW ORD,JPY,EQTY,TSE,北海道電力
9511.T,OKINAWA ELEC PWR ORD,JPY,EQTY,TSE,沖縄電力
9513.T,ELECTRIC POWER D ORD,JPY,EQTY,TSE,電源開発
9514.T,EF-ON ORD,JPY,EQTY,TSE,エフオン
9517.T,EREX ORD,JPY,EQTY,TSE,イーレックス
9519.T,RENOVA ORD,JPY,EQTY,TSE,レノバ
9531.T,TOKYO GAS ORD,JPY,EQTY,TSE,東京瓦斯
9532.T,OSAKA GAS ORD,JPY,EQTY,TSE,大阪瓦斯
9533.T,TOHO GAS ORD,JPY,EQTY,TSE,東邦瓦斯
9534.T,HOKKAIDO GAS ORD,JPY,EQTY,TSE,北海道瓦斯
9535.T,HIROSHIMA GAS ORD,JPY,EQTY,TSE,広島ガス
9536.T,SAIBU GAS ORD,JPY,EQTY,TSE,西部瓦斯
9537.T,HOKURIKU GAS ORD,JPY,EQTY,TSE,北陸瓦斯
9539.T,KEIYO GAS ORD,JPY,EQTY,TSE,京葉瓦斯
9543.T,SHIZUOKA GAS ORD,JPY,EQTY,TSE,静岡ガス
9551.T,METAWATER ORD,JPY,EQTY,TSE,メタウォーター
9600.T,I-NET ORD,JPY,EQTY,TSE,アイネット
9601.T,SHOCHIKU ORD,JPY,EQTY,TSE,松竹
9602.T,TOHO(SVC) ORD,JPY,EQTY,TSE,東宝
9603.T,HIS ORD,JPY,EQTY,TSE,エイチ・アイ・エス
9605.T,TOEI ORD,JPY,EQTY,TSE,東映
9610.T,WILSON LEARNING ORD,JPY,EQTY,TSE,ウィルソン・ラーニング　ワールドワイド
9612.T,LUCKLAND ORD,JPY,EQTY,TSE,ラックランド
9613.T,NTT DATA ORD,JPY,EQTY,TSE,エヌ・ティ・ティ・データ
9616.T,KYORITSU MAINT ORD,JPY,EQTY,TSE,共立メンテナンス
9619.T,ICHINEN HOLDINGS ORD,JPY,EQTY,TSE,イチネンホールディングス
9621.T,CTI ENGINEERING ORD,JPY,EQTY,TSE,建設技術研究所
9622.T,SPACE ORD,JPY,EQTY,TSE,スペース
9624.T,CHODAI ORD,JPY,EQTY,TSE,長大
9625.T,CERESPO ORD,JPY,EQTY,TSE,セレスポ
9627.T,AIN HOLDINGS ORD,JPY,EQTY,TSE,アインホールディングス
9628.T,SAN HOLDINGS ORD,JPY,EQTY,TSE,燦ホールディングス
9629.T,PCA ORD,JPY,EQTY,TSE,ピー・シー・エー
9631.T,TOKYU RECREATION ORD,JPY,EQTY,TSE,東急レクリエーション
9632.T,SUBARU ENTER ORD,JPY,EQTY,TSE,スバル興業
9633.T,TOKYO THEATRES ORD,JPY,EQTY,TSE,東京テアトル
9635.T,MUSASHINO KOGYO ORD,JPY,EQTY,TSE,武蔵野興業
9636.T,KIN-EI CORP ORD,JPY,EQTY,TSE,きんえい
9637.T,OS ORD,JPY,EQTY,TSE,オーエス
9639.T,SANKYO FRONTIER ORD,JPY,EQTY,TSE,三協フロンテア
9640.T,SAISON INFO SYS ORD,JPY,EQTY,TSE,セゾン情報システムズ
9641.T,SACOS ORD,JPY,EQTY,TSE,サコス
9644.T,TANABE MGMT ORD,JPY,EQTY,TSE,タナベ経営
9647.T,KYOWA ENG CONSUL ORD,JPY,EQTY,TSE,協和コンサルタンツ
9651.T,JPN PROCESS DEV ORD,JPY,EQTY,TSE,日本プロセス
9656.T,GREENLAND RESORT ORD,JPY,EQTY,TSE,グリーンランドリゾート
9658.T,BUSINESS BRAIN ORD,JPY,EQTY,TSE,ビジネスブレイン太田昭和
9661.T,KABUKI ZA ORD,JPY,EQTY,TSE,歌舞伎座
9663.T,NAGAWA ORD,JPY,EQTY,TSE,ナガワ
9671.T,YOMIURI LAND ORD,JPY,EQTY,TSE,よみうりランド
9672.T,TOKYOTOKEIBA ORD,JPY,EQTY,TSE,東京都競馬
9674.T,KAGETSUENKANKO ORD,JPY,EQTY,TSE,花月園観光
9675.T,JOBAN KOSAN ORD,JPY,EQTY,TSE,常磐興産
9678.T,KANAMOTO ORD,JPY,EQTY,TSE,カナモト
9679.T,HORAI ORD,JPY,EQTY,TSE,ホウライ
9681.T,TOKYO DOME ORD,JPY,EQTY,TSE,東京ドーム
9682.T,DTS CORP ORD,JPY,EQTY,TSE,ＤＴＳ
9684.T,SQUARE ENIX HLDG ORD,JPY,EQTY,TSE,スクウェア・エニックス・ホールディングス
9685.T,KYCOM HOLDINGS ORD,JPY,EQTY,TSE,ＫＹＣＯＭホールディングス
9686.T,TOYO TEC ORD,JPY,EQTY,TSE,東洋テック
9687.T,KSK ORD,JPY,EQTY,TSE,ＫＳＫ
9691.T,RYOMO SYS ORD,JPY,EQTY,TSE,両毛システムズ
9692.T,CEC ORD,JPY,EQTY,TSE,シーイーシー
9695.T,KAMOGAWA GRAND H ORD,JPY,EQTY,TSE,鴨川グランドホテル
9696.T,WITH US CORP ORD,JPY,EQTY,TSE,ウィザス
9697.T,CAPCOM ORD,JPY,EQTY,TSE,カプコン
9698.T,CREO ORD,JPY,EQTY,TSE,クレオ
9699.T,NISHIO RENT ALL ORD,JPY,EQTY,TSE,西尾レントオール
9701.T,TOKYO KAIKAN ORD,JPY,EQTY,TSE,東京會舘
9702.T,ISB ORD,JPY,EQTY,TSE,アイ・エス・ビー
9704.T,AGORA HOSPITALITY ORD,JPY,EQTY,TSE,アゴーラ・ホスピタリティー・グループ
9706.T,JAPAN AIRP TERM ORD,JPY,EQTY,TSE,日本空港ビルデング
9707.T,UNIMAT RETIREMEN ORD,JPY,EQTY,TSE,ユニマット　リタイアメント・コミュニティ
9708.T,IMPERIAL HOTEL ORD,JPY,EQTY,TSE,帝国ホテル
9709.T,NCS&A ORD,JPY,EQTY,TSE,ＮＣＳ＆Ａ
9713.T,ROYAL HOTEL ORD,JPY,EQTY,TSE,ロイヤルホテル
9715.T,TRANS COSMOS ORD,JPY,EQTY,TSE,トランス・コスモス
9716.T,NOMURA ORD,JPY,EQTY,TSE,乃村工藝社
9717.T,JASTEC ORD,JPY,EQTY,TSE,ジャステック
9719.T,SCSK ORD,JPY,EQTY,TSE,ＳＣＳＫ
9720.T,HOTEL NEWGRAND ORD,JPY,EQTY,TSE,ホテル、ニューグランド
9722.T,FUJITA KANKO ORD,JPY,EQTY,TSE,藤田観光
