RIC,Description,Currency,Type/Sub Type,Exchange,Comment
5191.T,SUMITOMO RIKO ORD,JPY,EQTY,TSE,住友理工
5192.T,MITSUBOSHI BELT ORD,JPY,EQTY,TSE,三ツ星ベルト
5194.T,SAGAMI RUBBER ORD,JPY,EQTY,TSE,相模ゴム工業
5195.T,BANDO CHEM INDS ORD,JPY,EQTY,TSE,バンドー化学
5199.T,FUJI LATEX ORD,JPY,EQTY,TSE,不二ラテックス
5201.T,AGC ORD,JPY,EQTY,TSE,ＡＧＣ
5202.T,NIPPON SHEET GLS ORD,JPY,EQTY,TSE,日本板硝子
5204.T,ISHIZUKA GLASS ORD,JPY,EQTY,TSE,石塚硝子
5208.T,ARISAWA ORD,JPY,EQTY,TSE,有沢製作所
5210.T,NHN YAMAMURA GLS ORD,JPY,EQTY,TSE,日本山村硝子
5212.T,FUJI GLASS ORD,JPY,EQTY,TSE,不二硝子
5214.T,NIPPON ELEC GLAS ORD,JPY,EQTY,TSE,日本電気硝子
5216.T,KURAMOTO ORD,JPY,EQTY,TSE,倉元製作所
5217.T,TECHNO QUARTZ ORD,JPY,EQTY,TSE,テクノクオーツ
5218.T,OHARA ORD,JPY,EQTY,TSE,オハラ
5232.T,SUMITOMO OSAKA ORD,JPY,EQTY,TSE,住友大阪セメント
5233.T,TAIHEIYO CEMENT ORD,JPY,EQTY,TSE,太平洋セメント
5237.T,NOZAWA ORD,JPY,EQTY,TSE,ノザワ
5261.T,RESOL HLDG ORD,JPY,EQTY,TSE,リソルホールディングス
5262.T,NIPPON HUME CORP ORD,JPY,EQTY,TSE,日本ヒューム
5268.T,ASAHI CONCRETE ORD,JPY,EQTY,TSE,旭コンクリート工業
5269.T,NIPPON CONCRETE ORD,JPY,EQTY,TSE,日本コンクリート工業
5271.T,TOYO ASANO ORD,JPY,EQTY,TSE,トーヨーアサノ
5273.T,MITANI SEKISAN ORD,JPY,EQTY,TSE,三谷セキサン
5277.T,SPANCRETE ORD,JPY,EQTY,TSE,スパンクリートコーポレーション
5279.T,NIHON KOGYO ORD,JPY,EQTY,TSE,日本興業
5280.T,YOSHICON ORD,JPY,EQTY,TSE,ヨシコン
5282.T,GEOSTR ORD,JPY,EQTY,TSE,ジオスター
5283.T,TAKAMISAWA ORD,JPY,EQTY,TSE,高見澤
5284.T,YAMAU ORD,JPY,EQTY,TSE,ヤマウ
5285.T,YAMAX ORD,JPY,EQTY,TSE,ヤマックス
5287.T,ITO YOGYO ORD,JPY,EQTY,TSE,イトーヨーギョー
5288.T,ASIA PILE HLDG ORD,JPY,EQTY,TSE,アジアパイルホールディングス
5289.T,HANEDA ZENITH HD ORD,JPY,EQTY,TSE,ゼニス羽田ホールディングス
5301.T,TOKAI CARBON ORD,JPY,EQTY,TSE,東海カーボン
5302.T,NIPPON CARBON ORD,JPY,EQTY,TSE,日本カーボン
5304.T,SEC CARBON ORD,JPY,EQTY,TSE,ＳＥＣカーボン
5310.T,TOYO TANSO ORD,JPY,EQTY,TSE,東洋炭素
5331.T,NORITAKE ORD,JPY,EQTY,TSE,ノリタケカンパニーリミテド
5332.T,TOTO ORD,JPY,EQTY,TSE,ＴＯＴＯ
5333.T,NGK INSULATORS ORD,JPY,EQTY,TSE,日本碍子
5334.T,NGK SPARK PLUG ORD,JPY,EQTY,TSE,日本特殊陶業
5337.T,DANTO HOLDINGS ORD,JPY,EQTY,TSE,ダントーホールディングス
5341.T,ASAHI EITO ORD,JPY,EQTY,TSE,アサヒ衛陶
5344.T,MARUWA ORD,JPY,EQTY,TSE,ＭＡＲＵＷＡ
5351.T,SHINAGAWA REFRAC ORD,JPY,EQTY,TSE,品川リフラクトリーズ
5352.T,KROSAKI HARIMA ORD,JPY,EQTY,TSE,黒崎播磨
5355.T,NIPPON CRUCIBLE ORD,JPY,EQTY,TSE,日本坩堝
5357.T,YOTAI REFRACTS ORD,JPY,EQTY,TSE,ヨータイ
5358.T,ISOLITE INSULAT ORD,JPY,EQTY,TSE,イソライト工業
5363.T,TYK CORP ORD,JPY,EQTY,TSE,東京窯業
5367.T,NIKKATO ORD,JPY,EQTY,TSE,ニッカトー
5380.T,SHINTO ORD,JPY,EQTY,TSE,新東
5381.T,MIPOX ORD,JPY,EQTY,TSE,Ｍｉｐｏｘ
5384.T,FUJIMI INCORP ORD,JPY,EQTY,TSE,フジミインコーポレーテッド
5386.T,TSURUYA ORD,JPY,EQTY,TSE,鶴弥
5387.T,CHIYODA UTE ORD,JPY,EQTY,TSE,チヨダウーテ
5388.T,KUNIMINE INDS ORD,JPY,EQTY,TSE,クニミネ工業
5391.T,A A MATERIAL ORD,JPY,EQTY,TSE,エーアンドエーマテリアル
5393.T,NICHIAS ORD,JPY,EQTY,TSE,ニチアス
5395.T,RIKEN CORUNDUM ORD,JPY,EQTY,TSE,理研コランダム
5401.T,NP STL & SMTM ML ORD,JPY,EQTY,TSE,新日鐵住金
5406.T,KOBE STEEL ORD,JPY,EQTY,TSE,神戸製鋼所
5408.T,NAKAYAMA STEEL ORD,JPY,EQTY,TSE,中山製鋼所
5410.T,GODO STEEL ORD,JPY,EQTY,TSE,合同製鐵
5411.T,JFE HOLDINGS ORD,JPY,EQTY,TSE,ジェイ　エフ　イー　ホールディングス
5413.T,NISSHIN STEEL ORD,JPY,EQTY,TSE,日新製鋼
5423.T,TOKYO STEEL ORD,JPY,EQTY,TSE,東京製鐵
5440.T,KYOEI STEEL ORD,JPY,EQTY,TSE,共英製鋼
5444.T,YAMATO KOGYO ORD,JPY,EQTY,TSE,大和工業
5445.T,TOKYO TEKKO ORD,JPY,EQTY,TSE,東京鐵鋼
5446.T,HOKUETSU METAL ORD,JPY,EQTY,TSE,北越メタル
5449.T,OSAKA STEEL ORD,JPY,EQTY,TSE,大阪製鐵
5451.T,YODOGAWA STEEL ORD,JPY,EQTY,TSE,淀川製鋼所
5456.T,ASAHI INDUSTRIES ORD,JPY,EQTY,TSE,朝日工業
5458.T,TAKASAGO TEKKO ORD,JPY,EQTY,TSE,高砂鐵工
5463.T,MARUICHI STEEL ORD,JPY,EQTY,TSE,丸一鋼管
5464.T,MORY INDS ORD,JPY,EQTY,TSE,モリ工業
5471.T,DAIDO STEEL ORD,JPY,EQTY,TSE,大同特殊鋼
5476.T,NIPPON KOSHUHA ORD,JPY,EQTY,TSE,日本高周波鋼業
5480.T,NIPPON YAKIN ORD,JPY,EQTY,TSE,日本冶金工業
5481.T,SANYO SPL STL ORD,JPY,EQTY,TSE,山陽特殊製鋼
5482.T,AICHI STEEL ORD,JPY,EQTY,TSE,愛知製鋼
5484.T,TOHOKU STEEL ORD,JPY,EQTY,TSE,東北特殊鋼
5486.T,HITACHI METALS ORD,JPY,EQTY,TSE,日立金属
5491.T,NIPPON KINZOKU ORD,JPY,EQTY,TSE,日本金属
5541.T,PACIFIC METALS ORD,JPY,EQTY,TSE,大平洋金属
5542.T,SHINHOKOKU STEEL ORD,JPY,EQTY,TSE,新報国製鉄
5563.T,NIPPON DENKO ORD,JPY,EQTY,TSE,新日本電工
5602.T,KURIMOTO ORD,JPY,EQTY,TSE,栗本鐵工所
5603.T,KOGI ORD,JPY,EQTY,TSE,虹技
5609.T,NIPPON CHUZO ORD,JPY,EQTY,TSE,日本鋳造
5610.T,DAIWA HEAVY IND ORD,JPY,EQTY,TSE,大和重工
5612.T,NIP CHUTETSUKAN ORD,JPY,EQTY,TSE,日本鋳鉄管
5614.T,KAWAKIN HOLDINGS ORD,JPY,EQTY,TSE,川金ホールディングス
5631.T,JAPAN STEEL WKS ORD,JPY,EQTY,TSE,日本製鋼所
5632.T,MITSUBISHI STEEL ORD,JPY,EQTY,TSE,三菱製鋼
5644.T,METALART ORD,JPY,EQTY,TSE,メタルアート
5658.T,NICHIA STEEL ORD,JPY,EQTY,TSE,日亜鋼業
5659.T,NIPPON SEISEN ORD,JPY,EQTY,TSE,日本精線
5660.T,SHINKO WIRE ORD,JPY,EQTY,TSE,神鋼鋼線工業
5695.T,POWDERTECH ORD,JPY,EQTY,TSE,パウダーテック
5697.T,SANYU ORD,JPY,EQTY,TSE,サンユウ
5698.T,ENVIPRO HOLDINGS ORD,JPY,EQTY,TSE,エンビプロ・ホールディングス
5702.T,DAIKI ALUMINIUM ORD,JPY,EQTY,TSE,大紀アルミニウム工業所
5703.T,NIPPON LIGHT METAL HOLDINGS ORD,JPY,EQTY,TSE,日本軽金属ホールディングス
5704.T,JMC ORD,JPY,EQTY,TSE,ＪＭＣ
5706.T,MITSUI MIN&SMELT ORD,JPY,EQTY,TSE,三井金属鉱業
5707.T,TOHO ZINC ORD,JPY,EQTY,TSE,東邦亜鉛
5711.T,MITSUBISHI MATLS ORD,JPY,EQTY,TSE,三菱マテリアル
5713.T,SUMITOMO M & M ORD,JPY,EQTY,TSE,住友金属鉱山
5714.T,DOWA HOLDINGS ORD,JPY,EQTY,TSE,ＤＯＷＡホールディングス
5715.T,FURUKAWA ORD,JPY,EQTY,TSE,古河機械金属
5721.T,S SCIENCE CO LTD ORD,JPY,EQTY,TSE,エス・サイエンス
5724.T,ASAKA RIKEN ORD,JPY,EQTY,TSE,アサカ理研
5726.T,OSAKA TITAN TECH ORD,JPY,EQTY,TSE,大阪チタニウムテクノロジーズ
5727.T,TOHO TITANIUM ORD,JPY,EQTY,TSE,東邦チタニウム
5729.T,NIHON SEIKO ORD,JPY,EQTY,TSE,日本精鉱
5741.T,UACJ ORD,JPY,EQTY,TSE,ＵＡＣＪ
5742.T,NIC AUTOTEC ORD,JPY,EQTY,TSE,エヌアイシ・オートテック
5753.T,NIPPON SHINDO ORD,JPY,EQTY,TSE,日本伸銅
5757.T,CK SAN-ETSU ORD,JPY,EQTY,TSE,ＣＫサンエツ
5758.T,FCM ORD,JPY,EQTY,TSE,ＦＣＭ
5781.T,TOHO KINZOKU ORD,JPY,EQTY,TSE,東邦金属
5801.T,FURUKAWA ELEC ORD,JPY,EQTY,TSE,古河電気工業
5802.T,SUMITOMO ELEC ORD,JPY,EQTY,TSE,住友電気工業
5803.T,FUJIKURA ORD,JPY,EQTY,TSE,フジクラ
5805.T,SWCC SHOWA HLDG ORD,JPY,EQTY,TSE,昭和電線ホールディングス
5807.T,TOTOKU ELECTRIC ORD,JPY,EQTY,TSE,東京特殊電線
5809.T,TATSUTA ELEC W&C ORD,JPY,EQTY,TSE,タツタ電線
5816.T,ONAMBA ORD,JPY,EQTY,TSE,オーナンバ
5817.T,JMACS ORD,JPY,EQTY,TSE,ＪＭＡＣＳ
5819.T,CANARE ELECTRIC ORD,JPY,EQTY,TSE,カナレ電気
5820.T,MITSUBOSHI ORD,JPY,EQTY,TSE,三ッ星
5821.T,HIRAKAWA HEWTECH ORD,JPY,EQTY,TSE,平河ヒューテック
5851.T,RYOBI ORD,JPY,EQTY,TSE,リョービ
5852.T,AHRESTY ORD,JPY,EQTY,TSE,アーレスティ
5856.T,TORI HOLDINGS ORD,JPY,EQTY,TSE,東理ホールディングス
5857.T,ASAHI HOLDINGS ORD,JPY,EQTY,TSE,アサヒホールディングス
5900.T,DAIKEN(MET) ORD,JPY,EQTY,TSE,ダイケン
5901.T,TOYO SEIKAN HLDG ORD,JPY,EQTY,TSE,東洋製罐グループホールディングス
5902.T,HOKKAN HLDG ORD,JPY,EQTY,TSE,ホッカンホールディングス
5903.T,SHINPO ORD,JPY,EQTY,TSE,シンポ
5905.T,NIHON SEIKAN ORD,JPY,EQTY,TSE,日本製罐
5906.T,MK SEIKO ORD,JPY,EQTY,TSE,エムケー精工
5907.T,JFE CONTAINER ORD,JPY,EQTY,TSE,ＪＦＥコンテイナー
5909.T,CORONA ORD,JPY,EQTY,TSE,コロナ
5911.T,YOKOGAWA BRDG HD ORD,JPY,EQTY,TSE,横河ブリッジホールディングス
5912.T,OSJB HOLDINGS ORD,JPY,EQTY,TSE,ＯＳＪＢホールディングス
5915.T,KOMAIHALTEC ORD,JPY,EQTY,TSE,駒井ハルテック
5918.T,TAKIGAMI STEEL ORD,JPY,EQTY,TSE,瀧上工業
5921.T,KAWAGISHI BRIDGE ORD,JPY,EQTY,TSE,川岸工業
5922.T,NASU DENKI TEKKO ORD,JPY,EQTY,TSE,那須電機鉄工
5923.T,TAKADA KIKO ORD,JPY,EQTY,TSE,高田機工
5928.T,ALMETAX ORD,JPY,EQTY,TSE,アルメタックス
5929.T,SANWA HOLDINGS ORD,JPY,EQTY,TSE,三和ホールディングス
5930.T,BUNKA SHUTTER ORD,JPY,EQTY,TSE,文化シヤッター
5932.T,SANKYO TATEYAMA ORD,JPY,EQTY,TSE,三協立山
5933.T,ALINCO ORD,JPY,EQTY,TSE,アルインコ
5935.T,GANTAN BEAUTY ORD,JPY,EQTY,TSE,元旦ビューティ工業
5936.T,TOYO SHUTTER ORD,JPY,EQTY,TSE,東洋シヤッター
5938.T,LIXIL GROUP ORD,JPY,EQTY,TSE,ＬＩＸＩＬグループ
5939.T,OTANI KOGYO ORD,JPY,EQTY,TSE,大谷工業
5940.T,FUJISASH ORD,JPY,EQTY,TSE,不二サッシ
5941.T,NAKANISHI MFG ORD,JPY,EQTY,TSE,中西製作所
5942.T,NIPPON FILCON ORD,JPY,EQTY,TSE,日本フイルコン
5943.T,NORITZ ORD,JPY,EQTY,TSE,ノーリツ
5945.T,TENRYU SAW MFG ORD,JPY,EQTY,TSE,天龍製鋸
5946.T,CHOFU SEISAKUSHO ORD,JPY,EQTY,TSE,長府製作所
5947.T,RINNAI ORD,JPY,EQTY,TSE,リンナイ
5949.T,UNIPRES ORD,JPY,EQTY,TSE,ユニプレス
5950.T,JAPAN POWER FAST ORD,JPY,EQTY,TSE,日本パワーファスニング
5951.T,DAINICHI ORD,JPY,EQTY,TSE,ダイニチ工業
5952.T,AMATEI ORD,JPY,EQTY,TSE,アマテイ
5955.T,YAMASHINA ORD,JPY,EQTY,TSE,ヤマシナ
5956.T,TOSO ORD,JPY,EQTY,TSE,トーソー
5957.T,NITTO SEIKO ORD,JPY,EQTY,TSE,日東精工
5958.T,SANYO INDUSTRIES ORD,JPY,EQTY,TSE,三洋工業
5959.T,OKABE ORD,JPY,EQTY,TSE,岡部
5962.T,ASAKA INDUSTRIAL ORD,JPY,EQTY,TSE,浅香工業
5964.T,TOYO KNIFE ORD,JPY,EQTY,TSE,東洋刃物
5965.T,FUJIMAK ORD,JPY,EQTY,TSE,フジマック
5966.T,KYOTO TOOL ORD,JPY,EQTY,TSE,京都機械工具
5967.T,TONE ORD,JPY,EQTY,TSE,ＴＯＮＥ
5969.T,LOBTEX ORD,JPY,EQTY,TSE,ロブテックス
5970.T,G-TEKT ORD,JPY,EQTY,TSE,ジーテクト
5971.T,KYOWAKOGYOSYO ORD,JPY,EQTY,TSE,共和工業所
5973.T,TOAMI ORD,JPY,EQTY,TSE,トーアミ
5974.T,CHUGOKUKOGYO ORD,JPY,EQTY,TSE,中国工業
5975.T,TOPRE ORD,JPY,EQTY,TSE,東プレ
5976.T,NETUREN ORD,JPY,EQTY,TSE,高周波熱錬
5981.T,TOKYO ROPE ORD,JPY,EQTY,TSE,東京製綱
5982.T,MARUZEN CO ORD,JPY,EQTY,TSE,マルゼン
5983.T,IWABUCHI ORD,JPY,EQTY,TSE,イワブチ
5984.T,KANEFUSA ORD,JPY,EQTY,TSE,兼房
5985.T,SUNCALL ORD,JPY,EQTY,TSE,サンコール
5986.T,MOLITEC STEEL ORD,JPY,EQTY,TSE,モリテック　スチール
5987.T,ONEX ORD,JPY,EQTY,TSE,オーネックス
5988.T,PIOLAX ORD,JPY,EQTY,TSE,パイオラックス
5989.T,H-ONE ORD,JPY,EQTY,TSE,エイチワン
5990.T,SUPER TOOL ORD,JPY,EQTY,TSE,スーパーツール
5991.T,NHK SPRING ORD,JPY,EQTY,TSE,日本発條
5992.T,CHUO SPRING ORD,JPY,EQTY,TSE,中央発條
5994.T,FINE SINTER ORD,JPY,EQTY,TSE,ファインシンター
5997.T,KYORITSU AIR TEC ORD,JPY,EQTY,TSE,協立エアテック
5998.T,ADVANEX ORD,JPY,EQTY,TSE,アドバネクス
5999.T,IHARA SCIENCE ORD,JPY,EQTY,TSE,イハラサイエンス
6005.T,MIURA ORD,JPY,EQTY,TSE,三浦工業
6013.T,TAKUMA ORD,JPY,EQTY,TSE,タクマ
6016.T,JAPAN ENGINE ORD,JPY,EQTY,TSE,ジャパンエンジンコーポレーション
6018.T,HANSHIN DIESEL ORD,JPY,EQTY,TSE,阪神内燃機工業
6022.T,AKASAKA DIESELS ORD,JPY,EQTY,TSE,赤阪鐵工所
6023.T,DAIHATSU DIESEL ORD,JPY,EQTY,TSE,ダイハツディーゼル
6026.T,GMO TECH ORD,JPY,EQTY,TSE,ＧＭＯ　ＴＥＣＨ
6027.T,BENGO4.COM ORD,JPY,EQTY,TSE,弁護士ドットコム
6028.T,TECHNOPRO HLDG ORD,JPY,EQTY,TSE,テクノプロ・ホールディングス
6029.T,ARTRA ORD,JPY,EQTY,TSE,アトラ
6030.T,ADVENTURE ORD,JPY,EQTY,TSE,アドベンチャー
6031.T,SCIGINEER ORD,JPY,EQTY,TSE,サイジニア
6032.T,INTERWORKS ORD,JPY,EQTY,TSE,インターワークス
6033.T,EXTREME ORD,JPY,EQTY,TSE,エクストリーム
6034.T,MRT ORD,JPY,EQTY,TSE,ＭＲＴ
6035.T,IR JAPAN HLDG ORD,JPY,EQTY,TSE,アイ・アールジャパンホールディングス
6036.T,KEEPER TECHNICAL ORD,JPY,EQTY,TSE,ＫｅｅＰｅｒ技研
6037.T,FIRSTLOGIC ORD,JPY,EQTY,TSE,ファーストロジック
6038.T,IID ORD,JPY,EQTY,TSE,イード
6039.T,JAPAN ANIMAL REF ORD,JPY,EQTY,TSE,日本動物高度医療センター
6040.T,NIPPON SKI RESOR ORD,JPY,EQTY,TSE,日本スキー場開発
6042.T,NIKKI ORD,JPY,EQTY,TSE,ニッキ
6044.T,SANKI SERVICE ORD,JPY,EQTY,TSE,三機サービス
6045.T,RENTRACKS ORD,JPY,EQTY,TSE,レントラックス
6046.T,LINKBAL ORD,JPY,EQTY,TSE,リンクバル
6047.T,GUNOSY ORD,JPY,EQTY,TSE,Ｇｕｎｏｓｙ
6048.T,DESIGNONE JAPAN ORD,JPY,EQTY,TSE,デザインワン・ジャパン
6049.T,ITOKURO ORD,JPY,EQTY,TSE,イトクロ
6050.T,E-GUARDIAN ORD,JPY,EQTY,TSE,イー・ガーディアン
6054.T,LIVESENSE ORD,JPY,EQTY,TSE,リブセンス
6055.T,JAPAN MATERIAL ORD,JPY,EQTY,TSE,ジャパンマテリアル
6058.T,VECTOR ORD,JPY,EQTY,TSE,ベクトル
6059.T,UCHIYAMA HOLDINGS ORD,JPY,EQTY,TSE,ウチヤマホールディングス
6060.T,COCOLONET ORD,JPY,EQTY,TSE,こころネット
6061.T,UNIVERSAL ENGEISHA ORD,JPY,EQTY,TSE,ユニバーサル園芸社
6062.T,CHARM CARE ORD,JPY,EQTY,TSE,チャーム・ケア・コーポレーション
6063.T,EMERGENCY ASSISTANCE JAPAN ORD,JPY,EQTY,TSE,日本エマージェンシーアシスタンス
6064.T,ACTCALL ORD,JPY,EQTY,TSE,アクトコール
6065.T,LIKE KIDSNEXT ORD,JPY,EQTY,TSE,ライクキッズネクスト
6066.T,SHINTOKYO GROUP ORD,JPY,EQTY,TSE,新東京グループ
6067.T,MEDIAFLAG ORD,JPY,EQTY,TSE,メディアフラッグ
6069.T,TRENDERS ORD,JPY,EQTY,TSE,トレンダーズ
6070.T,CAREERLINK ORD,JPY,EQTY,TSE,キャリアリンク
6071.T,IBJ ORD,JPY,EQTY,TSE,ＩＢＪ
6072.T,JIBANNET HOLDING ORD,JPY,EQTY,TSE,地盤ネットホールディングス
6073.T,ASANTE ORD,JPY,EQTY,TSE,アサンテ
6074.T,JSS ORD,JPY,EQTY,TSE,ジェイエスエス
6077.T,N FIELD ORD,JPY,EQTY,TSE,Ｎ・フィールド
6078.T,VALUE HR ORD,JPY,EQTY,TSE,バリューＨＲ
6079.T,ENERES ORD,JPY,EQTY,TSE,エナリス
6080.T,M&A CAPITAL PART ORD,JPY,EQTY,TSE,Ｍ＆Ａキャピタルパートナーズ
6081.T,ALLIED ARCHITECT ORD,JPY,EQTY,TSE,アライドアーキテクツ
6082.T,RIDE ON EXPRS HD ORD,JPY,EQTY,TSE,ライドオンエクスプレスホールディングス
6083.T,ERI HOLDINGS ORD,JPY,EQTY,TSE,ＥＲＩホールディングス
6084.T,O-UCCINO ORD,JPY,EQTY,TSE,オウチーノ
6085.T,ARCHIT STUDIO JP ORD,JPY,EQTY,TSE,アーキテクツ・スタジオ・ジャパン
6086.T,SHIN MAINT HLDG ORD,JPY,EQTY,TSE,シンメンテホールディングス
6087.T,ABIST ORD,JPY,EQTY,TSE,アビスト
6088.T,SIGMAXYZ ORD,JPY,EQTY,TSE,シグマクシス
6089.T,WILL GROUP ORD,JPY,EQTY,TSE,ウィルグループ
6090.T,HUMAN METABOLOME ORD,JPY,EQTY,TSE,ヒューマン・メタボローム・テクノロジーズ
6091.T,WESCO HOLDINGS ORD,JPY,EQTY,TSE,ウエスコホールディングス
6092.T,ENBIO HOLDINGS ORD,JPY,EQTY,TSE,エンバイオ・ホールディングス
6093.T,ESCROW AGENT JP ORD,JPY,EQTY,TSE,エスクロー・エージェント・ジャパン
6094.T,FREAKOUT HLDG ORD,JPY,EQTY,TSE,フリークアウト・ホールディングス
6095.T,MEDPEER ORD,JPY,EQTY,TSE,メドピア
6096.T,RAREJOB ORD,JPY,EQTY,TSE,レアジョブ
6097.T,NIPPON VIEW HOTE ORD,JPY,EQTY,TSE,日本ビューホテル
6098.T,RECRUIT HOLDINGS ORD,JPY,EQTY,TSE,リクルートホールディングス
6099.T,ELAN ORD,JPY,EQTY,TSE,エラン
6101.T,TSUGAMI ORD,JPY,EQTY,TSE,ツガミ
6103.T,OKUMA ORD,JPY,EQTY,TSE,オークマ
6104.T,TOSHIBA MACH ORD,JPY,EQTY,TSE,東芝機械
6112.T,KOJIMA IRON WKS ORD,JPY,EQTY,TSE,小島鉄工所
6113.T,AMADA HOLDINGS ORD,JPY,EQTY,TSE,アマダホールディングス
6118.T,AIDA ENG ORD,JPY,EQTY,TSE,アイダエンジニアリング
6121.T,TAKISAWA ORD,JPY,EQTY,TSE,滝澤鉄工所
6125.T,OKAMOTO MACHINE ORD,JPY,EQTY,TSE,岡本工作機械製作所
6131.T,HAMAI ORD,JPY,EQTY,TSE,浜井産業
6134.T,FUJI ORD,JPY,EQTY,TSE,ＦＵＪＩ
6135.T,MAKINO MILLING ORD,JPY,EQTY,TSE,牧野フライス製作所
6136.T,OSG ORD,JPY,EQTY,TSE,オーエスジー
6137.T,KOIKE SANSO ORD,JPY,EQTY,TSE,小池酸素工業
6138.T,DIJET INDUSTRIAL ORD,JPY,EQTY,TSE,ダイジェット工業
6140.T,ASAHI DIAMOND ORD,JPY,EQTY,TSE,旭ダイヤモンド工業
6141.T,DMG MORI ORD,JPY,EQTY,TSE,ＤＭＧ森精機
6143.T,SODICK ORD,JPY,EQTY,TSE,ソディック
6144.T,SEIBU ELE & MACH ORD,JPY,EQTY,TSE,西部電機
6145.T,NITTOKU ENG ORD,JPY,EQTY,TSE,日特エンジニアリング
6146.T,DISCO ORD,JPY,EQTY,TSE,ディスコ
6147.T,YAMAZAKI ORD,JPY,EQTY,TSE,ヤマザキ
6149.T,ODAWARA ENG ORD,JPY,EQTY,TSE,小田原エンジニアリング
6150.T,TAKEDA MACHINERY ORD,JPY,EQTY,TSE,タケダ機械
6151.T,NITTO KOHKI ORD,JPY,EQTY,TSE,日東工器
6155.T,TAKAMATSU MACHIN ORD,JPY,EQTY,TSE,高松機械工業
6156.T,A-ONE SEIMITSU ORD,JPY,EQTY,TSE,エーワン精密
6157.T,NS TOOL ORD,JPY,EQTY,TSE,日進工具
6158.T,WAIDA MFG ORD,JPY,EQTY,TSE,和井田製作所
6159.T,MICRON MACHINERY ORD,JPY,EQTY,TSE,ミクロン精密
6161.T,ESTIC ORD,JPY,EQTY,TSE,エスティック
6164.T,TAIYO KOKI ORD,JPY,EQTY,TSE,太陽工機
6165.T,PUNCH INDUSTRY ORD,JPY,EQTY,TSE,パンチ工業
6166.T,NAKAMURA CHOUKOU ORD,JPY,EQTY,TSE,中村超硬
6167.T,FUJI DIE ORD,JPY,EQTY,TSE,冨士ダイス
6171.T,C.E.MANAGEMENT ORD,JPY,EQTY,TSE,土木管理総合試験所
6172.T,METAPS ORD,JPY,EQTY,TSE,メタップス
6173.T,AQUALINE ORD,JPY,EQTY,TSE,アクアライン
6174.T,DENTAS ORD,JPY,EQTY,TSE,デンタス
6175.T,NET MARKETING ORD,JPY,EQTY,TSE,ネットマーケティング
6176.T,BRANGISTA ORD,JPY,EQTY,TSE,ブランジスタ
6177.T,APPBANK ORD,JPY,EQTY,TSE,ＡｐｐＢａｎｋ
6178.T,JAPAN POST HLDG ORD,JPY,EQTY,TSE,日本郵政
6179.T,WBF RESORT OKINA ORD,JPY,EQTY,TSE,ＷＢＦリゾート沖縄
6180.T,GMO MEDIA ORD,JPY,EQTY,TSE,ＧＭＯメディア
6181.T,PARTNER AGENT ORD,JPY,EQTY,TSE,パートナーエージェント
6182.T,ROZETTA ORD,JPY,EQTY,TSE,ロゼッタ
6183.T,BELLSYSTEM24 HLD ORD,JPY,EQTY,TSE,ベルシステム２４ホールディングス
6184.T,KAMAKURA SHINSHO ORD,JPY,EQTY,TSE,鎌倉新書
6185.T,SO-NET MEDIA NET ORD,JPY,EQTY,TSE,ソネット・メディア・ネットワークス
6186.T,ICHIKURA ORD,JPY,EQTY,TSE,一蔵
6187.T,LITALICO ORD,JPY,EQTY,TSE,ＬＩＴＡＬＩＣＯ
6188.T,FUJI SOFT SERVIC ORD,JPY,EQTY,TSE,富士ソフトサービスビューロ
6189.T,GLOBAL GROUP ORD,JPY,EQTY,TSE,グローバルグループ
6190.T,PHOENIXBIO ORD,JPY,EQTY,TSE,フェニックスバイオ
6191.T,EVOLABLE ASIA ORD,JPY,EQTY,TSE,エボラブルアジア
6192.T,HYAS&CO. ORD,JPY,EQTY,TSE,ハイアス・アンド・カンパニー
6193.T,VIRTUALEX HLDG ORD,JPY,EQTY,TSE,バーチャレクス・ホールディングス
6194.T,ATRAE ORD,JPY,EQTY,TSE,アトラエ
6195.T,HOPE ORD,JPY,EQTY,TSE,ホープ
6196.T,STRIKE ORD,JPY,EQTY,TSE,ストライク
6197.T,SOLASTO ORD,JPY,EQTY,TSE,ソラスト
6198.T,CAREER ORD,JPY,EQTY,TSE,キャリア
6199.T,SERAKU ORD,JPY,EQTY,TSE,セラク
6200.T,INSOURCE ORD,JPY,EQTY,TSE,インソース
6201.T,TOYOTA INDUSTRI ORD,JPY,EQTY,TSE,豊田自動織機
6203.T,HOWA MACHINERY ORD,JPY,EQTY,TSE,豊和工業
6205.T,OKK ORD,JPY,EQTY,TSE,ＯＫＫ
6208.T,ISHIKAWA SEISAKU ORD,JPY,EQTY,TSE,石川製作所
6210.T,TOYO MACHINERY ORD,JPY,EQTY,TSE,東洋機械金属
6217.T,TSUDAKOMA ORD,JPY,EQTY,TSE,津田駒工業
6218.T,ENSHU ORD,JPY,EQTY,TSE,エンシュウ
6222.T,SHIMA SEIKI ORD,JPY,EQTY,TSE,島精機製作所
6235.T,OPTORUN ORD,JPY,EQTY,TSE,オプトラン
6236.T,NC HOLDINGS ORD,JPY,EQTY,TSE,ＮＣホールディングス
6237.T,IWAKI ORD,JPY,EQTY,TSE,イワキ
6238.T,FURYU ORD,JPY,EQTY,TSE,フリュー
6239.T,NAGAOKA INTERNAT ORD,JPY,EQTY,TSE,ナガオカ
6240.T,YAMASHIN-FILTER ORD,JPY,EQTY,TSE,ヤマシンフィルタ
